Sample,Site,Location,Date,Time,CArea.km2,Cond.uScm,Sp_Cond.uScm,Temp.C,DO.mgL,DO.pct,pH,TSS.mgL,Chl.mgL,UNH_ID,PO4.ugL,NH4.ugL,Cl.mgL,NO3.mgL,SO4.mgL,Br.mgL,DOC.mgL,TDN.mgL,DIN.mgL,DON.mgL,TDP.mgL,Q_est.m3s,CH4.mM,CH4.uatm,N2O.mM,N2O.uatm,CO2.ppm,Gas_Flag,AFDM.pct,AFDM.mgL,Ash.pct,Ash.mgL,PC.mgL,PN.mgL,TN.mgL,NAr_sat,NAr_calc.A,NAr_calc.B,NAr_calc.C,NArcalc.mean,N2.mM.A,N2.mM.B,N2.mM.C,N2.mM.mean,Notes
ID,ID,OUT,6/5/2018,15:30,387.5,NA,483,17.6,6.73,70.4,7.2,4.21686747,NA,168962,NA,21.65801527,115.5022,0.1169,1.0979,0.0803,9.676501329,0.528719428,0.138558015,0.390161413,NA,NA,2.330827553,56.23065067,0.027637286,0.666742846,1864.621147,NA,NA,NA,NA,NA,NA,NA,NA,26.89894545,27.17311196,27.2010609,27.22777982,27.20065089,0.995049425,1.042774303,1.051459833,1.029761187,NA
MR,ID,UP_2,6/5/2018,16:00,43.3,NA,404.6,16.6,5.3,54.4,6.849,20.3125,NA,168963,NA,2.5,98.2214,0.023,0.982,0.0756,6.652399664,0.326986048,0.0255,0.301486048,NA,NA,1.177789097,28.41387694,0.020294457,0.489598858,4562.718792,NA,NA,NA,NA,NA,NA,NA,NA,26.84959261,27.49137444,27.70239369,27.5059234,27.56656384,1.285908329,1.279464852,1.293991701,1.28645496,NA
CCBP_OUT,CCBP,OUT,7/11/2018,9:10,1.72665,NA,403.9,23.3,2.39,27.9,6.629,7.1197411,NA,168964,NA,2.5,99.1151,0.002,0.3347,0.0602,10.54084699,0.421151425,0.0045,0.416651425,NA,NA,0.959271182,23.18154258,0.017726234,0.428368394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_SIDE,CCBP,SIDE,7/11/2018,9:25,3.962682,NA,402.8,23.1,1.8,21,6.617,NA,NA,168965,NA,2.5,87.8351,0.002,0.2543,0.0499,10.28597583,0.402196902,0.0045,0.397696902,NA,NA,21.67238184,523.7301525,0.015665185,0.378561512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,7/11/2018,9:55,0.554225,NA,1112,20.9,1.15,12.8,6.477,17.03703704,NA,168966,NA,248.4428439,289.7549,0.0133,0.7654,0.1141,9.492550843,0.676191691,0.261742844,0.414448847,NA,NA,8.455131072,204.3248923,0.022180715,0.536014417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_1,CCBP,UP_1,7/11/2018,10:05,0.91245,NA,370.6,22.2,1.78,20.5,6.654,14.3442623,NA,168967,NA,2.5,85.6196,0.002,0.3446,0.0561,7.879105616,0.336224751,0.0045,0.331724751,NA,NA,44.43192788,1073.732483,0.013891063,0.335688463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,CCBP,DOWN,7/11/2018,10:25,4.63,NA,299.9,20.3,4.81,53.1,7.182,7.120253165,NA,168968,NA,94.63256542,63.3266,0.1701,0.9437,0.0542,6.579262724,0.550840267,0.264732565,0.286107702,NA,NA,1.883394805,45.51371676,0.040274201,0.973257735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,7/11/2018,10:50,63.9,NA,348.7,24.3,3.85,46,7.002,1.782820097,NA,168969,NA,31.67873332,72.4649,0.123,0.8255,0.0706,8.360036405,0.527418202,0.154678733,0.372739469,NA,NA,1.722230389,41.61905188,0.037753641,0.912346425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,7/11/2018,11:05,6,NA,744,19.3,7.14,77.3,7.064,2.631578947,NA,168970,NA,42.05573861,169.5248,1.252,3.3868,0.0879,3.76459866,1.597893331,1.294055739,0.303837592,NA,NA,2.22629782,53.80023779,0.040641383,0.98213098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,7/11/2018,11:20,55.7,NA,284.5,23.3,7,82.1,7.372,2.222222222,NA,168971,NA,5.159719801,56.1261,0.0809,0.5603,0.0628,8.365577082,0.43299258,0.08605972,0.34693286,NA,NA,1.392186238,33.64327539,0.031083994,0.75116916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04_UP,IP,UP,7/11/2018,12:00,98.16055,NA,668,24.6,3.25,39,6.962,8.974358974,NA,168972,NA,100.3975684,129.5373,0.1808,0.9402,0.0829,10.4256009,0.674456723,0.281197568,0.393259154,NA,NA,1.02270824,24.71454898,0.045684633,1.104005089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04,IP,OUT,7/11/2018,12:15,104.443153,NA,622,24.9,2.13,25.6,6.971,5.367793241,NA,168973,NA,76.87635637,167.8104,0.2843,1.2361,0.1133,12.39586574,0.805446791,0.361176356,0.444270435,NA,NA,2.022270526,48.86975778,0.051806703,1.251949719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,7/11/2018,12:30,111.9,NA,647,24.6,2.69,32.3,6.971,2.9296875,NA,168974,NA,9.310521917,81.411,0.179,0.6751,0.0544,9.347385098,0.576864784,0.188310522,0.388554262,NA,NA,1.201875065,29.04425621,0.046524109,1.124291696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,7/11/2018,13:05,NA,NA,641,27.5,0.49,6.2,6.879,NA,NA,168975,NA,44.59233991,146.3792,0.1127,1.296,0.0962,16.67326861,0.920822149,0.15729234,0.76352981,NA,NA,6.406285563,154.8129292,0.049107879,1.186730508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,7/11/2018,13:30,113.8,NA,642,25.5,2.53,31,7.029,2.455357143,NA,168976,NA,24.7607298,148.2139,0.2919,1.1467,0.0978,13.04966566,0.820627759,0.31666073,0.50396703,NA,NA,1.048425966,25.33603805,0.050924613,1.230633335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,7/11/2018,14:10,114.9955,NA,644,25.7,6.76,83.1,7.277,2.592087312,NA,168977,NA,18.3039265,55.9695,0.1139,0.4901,0.0426,8.873103122,0.488815169,0.132203927,0.356611242,NA,NA,0.331758666,8.017209098,0.030393663,0.734486772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,7/11/2018,15:05,337.8,NA,496,26,6.36,78.4,7.126,1.651376147,NA,168978,NA,23.60772921,108.2981,0.0747,0.5977,0.0769,12.6507369,0.653203367,0.098307729,0.554895638,NA,NA,0.888118807,21.46208947,0.023950575,0.578784489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,7/11/2018,15:30,387.5,NA,482,25.8,4.58,56.8,7.14,14.46808511,NA,168979,NA,37.21313614,113.9409,0.0724,0.635,0.0855,11.0882659,0.565587494,0.109613136,0.455974358,NA,NA,2.012840693,48.64187845,0.024711928,0.597183171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,7/11/2018,15:40,43.3,NA,438.7,25,1.4,17,6.758,3.377110694,NA,168980,NA,15.76732521,94.7737,0.002,0.2288,0.0871,9.930264349,0.453682071,0.017767325,0.435914746,NA,NA,25.91074659,626.1535702,0.016865451,0.407566898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_OUT,CCBP,OUT,8/7/2018,8:05,1.72665,NA,271.5,25.1,2.13,25.8,6.678,12.67326733,NA,168981,NA,2.5,156.8722,0.0123,0.3103,0.1017,7.417798321,0.477251823,0.0148,0.462451823,NA,NA,8.060133455,195.1101594,0.022228708,0.538086229,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2916345,27.62674934,27.58236292,27.61034497,27.60648574,0.83982884,0.841864468,0.85396138,0.84521823,NA
CCBP_SIDE,CCBP,SIDE,8/7/2018,8:25,3.962682,NA,434,25.2,0.83,10,6.555,NA,NA,168982,NA,2.5,114.4524,0.0103,0.2339,0.0701,8.417458885,0.462898497,0.0128,0.450098497,NA,NA,3.689529841,89.3117663,0.020199282,0.488960282,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.29715804,27.73981512,27.75978635,27.79407819,27.76455989,0.862549943,0.874434631,0.886895169,0.874626581,NA
CCBP_UP_1,CCBP,UP_1,8/7/2018,8:55,0.91245,NA,285.6,23.3,1.2,14.1,6.445,18.04347826,NA,168983,NA,2.5,58.9242,0.0099,0.4337,0.0548,NA,NA,0.0124,NA,NA,NA,81.93542561,1983.39569,0.018402717,0.445471155,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.19356312,27.40159588,27.4636093,27.46116938,27.44212485,0.959274986,0.969248859,0.980126277,0.969550041,NA
CC,CCBP,DOWN,8/7/2018,9:15,4.63,NA,302.6,22.1,2.91,33.3,7.158,10.57142857,NA,168984,NA,63.35648672,65.1535,0.2075,1.073,0.0491,4.576042733,0.539278697,0.270856487,0.26842221,NA,NA,1.853942855,44.87805172,0.033963125,0.822139088,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1295722,27.52549514,27.52344858,27.55707063,27.53533812,0.90583133,0.894736223,0.896069781,0.898879111,NA
PD,PD,OUT,8/7/2018,9:55,63.9,NA,485,23.9,2.94,35.7,6.885,5.479452055,NA,168985,NA,17.5536646,115.5911,0.2329,1.9776,0.0764,NA,NA,0.250453665,NA,NA,NA,0.319559007,7.735505765,0.062771546,1.519499202,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.20973258,28.01405412,28.02410618,28.03865536,28.02560522,0.910444398,0.91084146,0.911416159,0.910900673,NA
WB,PD,UP_2,8/7/2018,10:10,6,NA,727,19.9,6.46,70.9,6.979,7.76119403,NA,168986,NA,37.52456335,196.0006,1.8298,4.8582,0.1027,NA,NA,1.867324563,NA,NA,NA,1.439267068,34.84007166,0.100326986,2.428596784,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.01502856,27.74772494,27.78625874,27.76965768,27.76788045,0.899924268,0.901446372,0.904501667,0.901957436,NA
PD_UP,PD,UP_1,8/7/2018,10:30,55.7,NA,319.8,25.2,5.25,63.8,7.146,9.523809524,NA,168987,NA,28.84156389,68.4656,0.2572,0.7055,0.0623,NA,NA,0.286041564,NA,NA,NA,2.167661358,52.47217749,0.057263945,1.386177733,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.29715804,27.59364823,27.57826448,27.57800401,27.58330557,0.831237326,0.830672219,0.834342507,0.832084017,NA
IP04_UP,IP,UP,8/7/2018,11:15,98.16055,NA,672,25.8,3.16,38.9,6.845,16.26168224,NA,168988,NA,55.32471223,214.4153,0.4408,2.2858,0.1304,NA,NA,0.496124712,NA,NA,NA,1.072984029,25.97352588,0.069229749,1.675831735,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.33046862,27.72571778,27.73398907,27.72758892,27.72909859,0.854608243,0.858624051,0.858382699,0.857204998,NA
IP04,IP,OUT,8/7/2018,11:35,104.443153,NA,694,26.7,3.25,40.6,6.905,15.60574949,NA,168989,NA,55.10763724,194.0668,0.4556,2.0642,0.1168,NA,NA,0.510707637,NA,NA,NA,2.414631244,58.45053181,0.082009092,1.985178926,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.38098535,27.69899966,27.70718833,27.71210654,27.70609818,0.769307076,0.77529414,0.781143429,0.775248215,NA
SMD_UP,SMD,UP,8/7/2018,12:00,111.9,NA,670,26.3,2.27,28.2,6.908,9.352517986,NA,168990,NA,38.60993828,180.8369,0.3893,2.2335,0.1114,NA,NA,0.427909938,NA,NA,NA,0.987879541,23.9134173,0.061042775,1.477651173,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.35845118,27.79137355,27.80827233,27.85231513,27.81732034,0.790268788,0.799512012,0.804311736,0.798030845,NA
SMD_SIDE,SMD,SIDE,8/7/2018,12:30,NA,NA,648,26.74,3.34,45.1,6.697,NA,NA,168991,NA,12.99508989,172.949,0.0731,2.0328,0.1029,NA,NA,0.08609509,NA,NA,NA,9.537162837,230.8643364,0.04982419,1.206084939,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.45514603,27.83060659,27.26693144,27.31965931,27.47239911,0.786322648,0.761686395,0.766747009,0.771585351,NA
SMD_OUT,SMD,OUT,8/7/2018,12:45,113.8,NA,636,27.3,2.76,34.9,6.944,12.5,NA,168992,NA,23.84883921,203.6242,0.3846,2.4761,0.1195,NA,NA,0.408448839,NA,NA,NA,0.824345428,19.95477727,0.060146703,1.455960123,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.41503631,27.76203116,27.78643031,28.26689221,27.93845123,0.805931957,0.809858793,0.846066942,0.820619231,NA
SMD_DOWN,SMD,DOWN,8/7/2018,13:05,114.9955,NA,641,28.2,6.55,83.9,7.512,9.490084986,NA,168993,NA,22.3293143,122.8044,0.254,1.6635,0.0721,NA,NA,0.276329314,NA,NA,NA,0.272834975,6.604465758,0.036024975,0.872049908,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.46668269,27.62235652,27.6094165,27.68292266,27.63823189,0.766005612,0.759844711,0.762987868,0.762946063,NA
ID_UP,ID,UP_1,8/7/2018,14:05,337.8,NA,538,28.1,7.08,90.6,7.365,5.882352941,NA,168994,NA,23.63176422,159.6611,0.1922,1.4391,0.1061,NA,NA,0.215831764,NA,NA,NA,1.135560858,27.48831161,0.03281798,0.794418782,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.46091007,26.2809035,27.46159073,27.55919987,27.1005647,0.669337192,0.747966729,0.75210976,0.723137894,NA
ID,ID,OUT,8/7/2018,14:30,387.5,NA,539,29,6.16,80.4,7.216,4.745762712,NA,168995,NA,30.79523877,147.6139,0.1378,1.1674,0.0991,NA,NA,0.168595239,NA,NA,NA,1.131389069,27.38732589,0.034010287,0.823280722,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.51317474,27.55037713,27.55466961,27.53996505,27.54833726,0.754527719,0.754710591,0.754084135,0.754440815,NA
MR,ID,UP_2,8/7/2018,14:50,43.3,NA,578,26.8,1.42,17.9,6.874,28.91566265,NA,168996,NA,14.5146148,99.0493,0.0097,0.265,0.0878,NA,NA,0.024214615,NA,NA,NA,25.09361746,607.4365555,0.020582471,0.49823606,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.38663962,27.9207529,27.93787695,27.90737905,27.92200297,0.844428546,0.856642428,0.860896333,0.853989102,NA
CCBP_OUT,CCBP,OUT,9/5/2018,8:05,1.72665,NA,385.3,22.7,2.28,26.4,6.634,10.60869565,NA,168997,NA,12.56093992,103.9465,0.01,0.4369,0.0838,8.138063849,0.469505583,0.02256094,0.446944643,NA,NA,0.546270076,13.26828396,0.016387567,0.398035529,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.16143124,27.16958987,27.10473969,27.16059582,27.14497513,0.555064988,0.556902923,0.559619473,0.557195795,NA
CCBP_SIDE,CCBP,SIDE,9/5/2018,8:30,3.962682,NA,400,22.5,0.89,10.3,6.381,NA,NA,168998,NA,2.5,114.4668,0.012,0.4154,0.0811,9.049550314,0.515698233,0.0145,0.501198233,NA,NA,1.806066606,43.86732062,0.015546903,0.377616735,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.15078143,27.16603921,27.16913441,27.1166136,27.15059574,0.568964169,0.564757725,0.567547037,0.567089644,NA
CCBP_UP_1,CCBP,UP_1,9/5/2018,9:00,0.91245,NA,332.4,20.9,0.84,9.4,6.379,24.51612903,NA,168999,NA,2.5,79.6005,0.0097,0.2853,0.0609,6.87388099,0.360944314,0.0122,0.348744314,NA,NA,113.6363707,2760.099263,0.012000349,0.291474952,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.06665737,27.11150428,27.13103509,27.14208935,27.12820957,0.604673349,0.614219764,0.621758427,0.613550513,NA
CC,CCBP,DOWN,9/5/2018,9:20,4.63,NA,278.9,19.7,4.75,51.9,7.196,10.84529506,NA,169000,NA,39.47823823,62.4131,0.2123,1.2467,0.0528,4.859687122,0.515185614,0.251778238,0.263407376,NA,NA,1.688516943,41.01217191,0.028733282,0.697899019,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.00478844,27.17161464,27.16519563,27.15624944,27.16435324,0.593075,0.583441014,0.578149815,0.58488861,NA
PD,PD,OUT,9/5/2018,10:00,63.9,NA,378.9,23.4,3.47,40.7,6.948,13.64452424,NA,169001,NA,11.69263997,95.1579,0.1375,1.3042,0.0707,6.814390031,0.4908647,0.14919264,0.34167206,NA,NA,0.415202202,10.08479314,0.040434591,0.982110604,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.19894523,27.1916913,27.19377189,27.19814397,27.19453572,0.584555083,0.585026419,0.587667302,0.585749601,NA
WB,PD,UP_2,9/5/2018,10:15,6,NA,706,18.7,5.29,55.9,7.004,17.54068716,NA,169002,NA,14.94876477,194.3676,2.2449,5.6782,0.0903,1.792715764,1.978826191,2.259848765,0,NA,NA,1.716225078,41.68517125,0.081666559,1.983588601,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.95400851,26.8230093,26.82256585,26.82250604,26.82269373,0.595565666,0.597371424,0.597264518,0.59673387,NA
PD_UP,PD,UP_1,9/5/2018,10:40,55.7,NA,328.1,23.1,4.96,57.9,7.322,0.805369128,NA,169003,NA,36.6562634,52.97,0.2519,0.5994,0.0685,5.813667129,0.569864952,0.288556263,0.281308689,NA,NA,1.946286561,47.27310516,0.063069174,1.531879104,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.18282194,27.11233013,27.11944828,27.1195679,27.11711544,0.534662979,0.537784914,0.537810564,0.536752819,NA
IP04_UP,IP,UP,9/5/2018,11:20,98.16055,NA,685,24.1,3.99,47.5,6.938,22.37654321,NA,169004,NA,70.73703626,200.4843,0.2766,1.9845,0.1069,10.38703453,0.757084728,0.347337036,0.409747691,NA,NA,0.665582984,16.16625991,0.057408597,1.394390061,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.23683671,27.13887453,27.14476098,27.14783934,27.14382495,0.546788092,0.549677889,0.550345797,0.54893726,NA
IP04,IP,OUT,9/5/2018,11:45,104.443153,NA,683,23.7,3.84,45.4,6.907,22.73504274,NA,169005,NA,72.25656116,NA,NA,NA,NA,10.18519021,0.783285244,NA,NA,NA,NA,1.221676854,29.67315272,0.065299099,1.586041454,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.21513785,27.15042945,27.14926332,27.14945472,27.14971583,0.557387739,0.553893254,0.557173767,0.556151587,NA
SMD_UP,SMD,UP,9/5/2018,12:35,111.9,NA,661,24.1,2.46,29.2,6.919,4.787234043,NA,169006,NA,42.73436302,NA,NA,NA,NA,8.599118774,0.717214377,NA,NA,NA,NA,0.641737195,15.5870726,0.051480676,1.250407541,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.23683671,27.15998883,27.16323378,27.17134526,27.16485596,0.5643645,0.566711206,0.573412558,0.568162755,NA
SMD_SIDE,SMD,SIDE,9/5/2018,13:05,NA,NA,665,31.1,2.18,27.3,6.811,NA,NA,169007,NA,13.43256256,163.2838,0.0876,2.3832,0.0924,NA,NA,0.101032563,NA,NA,NA,3.500461033,85.02224997,0.040321009,0.979351815,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.63790746,27.41362495,27.42744049,27.42053883,27.42053476,0.388098886,0.385152458,0.385324692,0.386192012,NA
SMD_OUT,SMD,OUT,9/5/2018,13:35,113.8,NA,635,23.6,2.14,25.3,6.931,1.538461538,NA,169008,NA,31.91594594,159.8339,0.271,1.8791,0.0996,NA,NA,0.302915946,NA,NA,NA,0.779270301,18.92759659,0.051336959,1.246916828,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.20973258,27.1936372,27.17262924,27.18773746,27.18466797,0.580053228,0.572065997,0.578727998,0.576949074,NA
SMD_BD,SMD,OUT,9/5/2018,13:40,NA,NA,639,25.1,6.21,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,9/5/2018,14:15,114.9955,NA,643,26.1,6.87,84.8,7.228,2.367688022,NA,169009,NA,15.84589845,165.5913,0.3112,2.0108,0.1032,NA,NA,0.327045898,NA,NA,NA,0.228634094,5.553264252,0.033089594,0.803708905,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2916345,27.43563665,27.44526164,27.45567868,27.44552566,0.385365974,0.384914818,0.384381241,0.384887345,NA
ID_UP,ID,UP_1,9/5/2018,15:30,337.8,NA,528,26,6.94,85.6,7.275,0.390625,NA,169010,NA,16.89967206,162.0393,0.2058,1.7429,0.1091,NA,NA,0.222699672,NA,NA,NA,0.828725123,20.12879845,0.028329949,0.688102503,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.34163709,27.47733623,27.4868548,27.481211,27.48180068,0.381174759,0.380218049,0.380785307,0.380726038,NA
ID,ID,OUT,9/5/2018,16:00,387.5,NA,524,27.1,5.98,75,7.214,1.740294511,NA,169011,NA,6.888822804,131.0315,0.1056,1.2326,0.0722,NA,NA,0.112488823,NA,NA,NA,1.203204764,29.2244865,0.027738084,0.673726771,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4036525,27.43594544,27.43677064,27.45259945,27.44177184,0.38688746,0.386804185,0.384691565,0.386127736,NA
MR,ID,UP_2,9/5/2018,16:15,43.3,NA,525,24.5,1.75,21,6.709,4.731182796,NA,169012,NA,25.59330431,126.6277,0.0155,0.3403,0.0896,NA,NA,0.041093304,NA,NA,NA,1.576005123,38.27938671,0.013878709,0.337098193,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.25866084,27.18650754,27.23724725,27.24937991,27.22437823,0.614597959,0.620006045,0.624553806,0.61971927,NA
CC,CCBP,DOWN,10/17/2018,7:30,4.63,NA,385.5,8.7,7.78,67.1,6.767,11.93548387,NA,169013,NA,7.152266205,99.2534,0.0255,0.7505,0.0441,NA,NA,0.032652266,NA,NA,NA,0.994896943,24.1649245,0.012374363,0.300559313,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.48140045,26.67045982,26.87533157,26.72715293,26.75764811,1.10485321,1.146558982,1.112205401,1.121205865,NA
CCBP_OUT,CCBP,OUT,10/17/2018,8:05,1.72665,NA,508,9.1,2.76,24,6.481,9.024390244,NA,169014,NA,29.01806852,123.394,0.0108,0.6703,0.0519,NA,NA,0.039818069,NA,NA,NA,1.767316931,42.92613473,0.011925495,0.289656828,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.49918407,26.86793557,26.88601225,26.8617308,26.87189287,1.133498847,1.146932654,1.145107569,1.141846357,NA
CCBP_SIDE,CCBP,SIDE,10/17/2018,8:25,3.962682,NA,512,9.1,2.59,22.5,6.277,NA,NA,169015,NA,2.5,135.2924,0.0103,0.6773,0.0654,NA,NA,0.0128,NA,NA,NA,2.542665382,61.75847401,0.012700934,0.30849136,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.49918407,26.87597507,26.86716943,26.94419228,26.89577893,1.151685762,1.155984326,1.16976919,1.159146426,NA
CCBP_UP_3,CCBP,UP_3,10/17/2018,8:55,0.078275,NA,656,9.2,2.92,25.5,6.359,13.44262295,NA,169016,NA,30.07184213,237.3939,0.0153,0.2315,0.0895,NA,NA,0.045371842,NA,NA,NA,8.310174665,201.8447687,0.011795136,0.286490538,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.50364335,26.86321773,26.8051301,26.76912293,26.81249025,1.143452506,1.134583989,1.129086601,1.135707699,NA
CCBP_UP_2,CCBP,UP_2,10/17/2018,9:10,0.554225,NA,745,9.8,4.15,36.6,6.493,12.13114754,NA,169017,NA,10.57703042,9.2164,0.1495,1.1802,NA,NA,NA,0.16007703,NA,NA,NA,3.651205473,88.68366238,0.01414161,0.343483766,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5305125,26.79479386,26.78590421,26.77997498,26.78689102,1.137358167,1.136616736,1.136328028,1.136767644,NA
CCBP_UP_1,CCBP,UP_1,10/17/2018,9:20,0.91245,NA,410,8.4,3.24,27.6,6.392,13.03370787,NA,169018,NA,11.89424743,110.6664,0.0107,0.8713,0.0558,NA,NA,0.022594247,NA,NA,NA,0.811665923,19.71444971,0.019835777,0.48178864,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.46811848,26.83210146,26.97892758,26.85710873,26.88937926,1.153698894,1.182782566,1.156940185,1.164473882,NA
PD,PD,OUT,10/17/2018,9:55,63.9,NA,270.4,11.3,7.65,69.8,7.066,8.514851485,NA,169019,NA,17.16311546,58.7487,0.1124,1.0101,0.0704,NA,NA,0.129563115,NA,NA,NA,1.12155049,27.2411963,0.018697481,0.454140722,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.598554,27.24689211,26.69659111,26.67575732,26.87308018,1.199391395,1.086109567,1.08240776,1.122636241,NA
WB,PD,UP_2,10/17/2018,10:15,6,NA,667,8.3,8.81,75.1,7.118,6.930693069,NA,169020,NA,32.44283274,164.0577,1.3584,3.7425,0.0809,NA,NA,1.390842833,NA,NA,NA,1.370691349,33.29254674,0.039143798,0.950758693,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.46370169,26.67532048,26.64184865,26.64416725,26.65377879,1.097024813,1.090169021,1.088689401,1.091961079,NA
PD_UP,PD,UP_1,10/17/2018,10:30,55.7,NA,223,10.7,10.53,95.1,7.205,6.534653465,NA,169021,NA,14.79212485,48.8475,0.0526,0.8526,0.0618,NA,NA,0.067392125,NA,NA,NA,0.433955048,10.54027863,0.018536211,0.450223662,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.57118644,24.90561112,26.57374736,26.5716203,26.01699293,0.736586407,1.052808815,1.052497788,0.94729767,NA
IP04_UP,IP,UP,10/17/2018,11:10,98.16055,NA,488,10,7.08,62.8,6.829,24.90196078,NA,169022,NA,35.34071016,100.544,0.0339,1.7395,0.0628,NA,NA,0.06924071,NA,NA,NA,0.931570169,22.6267886,0.021695754,0.526965403,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.53951247,26.75075913,26.81820833,26.8526749,26.80721412,0.96421085,0.982983845,0.992486227,0.979893641,NA
IP04,IP,OUT,10/17/2018,11:25,104.443153,NA,487,10.1,7.17,63.8,6.862,11.9047619,NA,169023,NA,2.5,135.2018,0.0528,2.2583,0.0869,NA,NA,0.0553,NA,NA,NA,0.945735369,22.97084532,0.025802757,0.626719873,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.54402071,26.8557342,26.85896166,26.89426902,26.86965496,0.997217685,1.004207287,1.013852131,1.005092368,NA
