Sample,Site,Location,Date,Time,CArea.km2,Cond.uScm,Sp_Cond.uScm,Temp.C,DO.mgL,DO.pct,pH,TSS.mgL,Chl.mgL,UNH_ID,PO4.ugL,NH4.ugL,Cl.mgL,NO3.mgL,SO4.mgL,Br.mgL,DOC.mgL,TDN.mgL,DIN.mgL,DON.mgL,TDP.mgL,Q_est.m3s,CH4.mM,CH4.uatm,N2O.mM,N2O.uatm,CO2.ppm,Gas_Flag,AFDM.pct,AFDM.mgL,Ash.pct,Ash.mgL,PC.mgL,PN.mgL,TN.mgL,NAr_sat,NAr_calc.A,NAr_calc.B,NAr_calc.C,NArcalc.mean,N2.mM.A,N2.mM.B,N2.mM.C,N2.mM.mean,Notes
SMD_UP,SMD,UP,10/17/2018,11:45,111.9,NA,469,10.4,6.8,60.8,6.877,11.62790698,NA,169024,NA,2.5,119.0933,0.0579,2.0789,0.066,NA,NA,0.0604,NA,NA,NA,1.233205591,29.95317275,0.02045129,0.496738753,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.55757855,26.86283521,26.89193545,26.919065,26.89127855,1.011253843,1.020403749,1.027167458,1.01960835,NA
SMD_SIDE,SMD,SIDE,10/17/2018,13:20,NA,NA,492,15,5.21,51.7,6.683,NA,NA,169025,NA,2.5,143.6287,0.4572,4.0263,0.0829,NA,NA,0.4597,NA,NA,NA,2.488401182,60.4404578,0.138214494,3.357074164,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.77198141,27.70200153,27.05971326,27.02242635,27.26138038,1.121362014,1.036643301,1.04716641,1.068390575,NA
SMD_OUT,SMD,OUT,10/17/2018,13:55,113.8,NA,447.5,10.7,7.17,64.5,6.896,14.61100569,NA,169026,NA,7.679153008,115.8599,0.0603,1.9841,0.0773,NA,NA,0.067979153,NA,NA,NA,1.274867942,30.96510426,0.023299045,0.565907511,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.57118644,26.92927251,26.92387079,26.93031981,26.92782104,1.055080729,1.056871417,1.057425768,1.056459304,NA
SMD_BD,SMD,OUT,10/17/2018,14:00,NA,NA,447.2,10.7,9.47,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,10/17/2018,14:35,114.9955,NA,435.7,10.7,9.83,88.7,6.958,10.1010101,NA,169027,13.47490784,125.4118,0.0642,1.9672,0.0725,NA,NA,0.077674908,NA,NA,NA,NA,0.554692542,13.47285615,0.020213417,0.490961089,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.57118644,26.80623693,26.79880801,26.81597878,26.80700791,1.008546733,1.018570727,1.021692863,1.016270107,NA
ID_UP,ID,UP_1,10/17/2018,15:40,337.8,NA,381.5,11.4,9.14,83.8,7.137,7.1278826,NA,169028,27.44883322,78.4786,0.0218,1.4762,0.05,NA,NA,0.049248833,NA,NA,NA,NA,0.499614914,12.13508269,0.017301154,0.420225507,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.60313511,26.90111567,26.84639523,26.82601228,26.85784106,1.016269949,1.01302317,1.009717651,1.01300359,NA
ID,ID,OUT,10/17/2018,16:00,387.5,NA,388.8,11.6,8.76,80.5,7.176,9.696969697,NA,169029,11.56726377,97.6319,0.0269,1.7808,0.0636,NA,NA,0.038467264,NA,NA,NA,NA,0.667514188,16.21316668,0.017705672,0.430050801,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.58484478,26.85394162,26.82802546,26.8206978,26.83422163,1.009271826,1.007740489,1.009402976,1.008805097,NA
MR,ID,UP_2,10/17/2018,16:10,43.3,NA,317.5,10.8,5.42,48.9,7.155,8.292682927,NA,169030,15.35752242,87.7061,0.0282,0.832,0.0668,NA,NA,0.043557522,NA,NA,NA,NA,0.736090418,17.87880595,0.015388763,0.3737757,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.57573359,27.48844596,27.24965923,27.17447888,27.30419469,1.101202065,1.090655207,1.096658186,1.096171819,NA
CCBP_OUT,CCBP,OUT,11/13/2018,8:00,1.72665,NA,217,4.5,9.79,75.7,5.83,13.41176471,NA,169031,2.5,106.3232,0.0116,1.5338,0.0413,9.574345552,0.307062383,0.0141,0.292962383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_SIDE,CCBP,SIDE,11/13/2018,8:15,3.962682,NA,229,4.98,4.5,36,5.43,NA,NA,169032,2.5,NA,NA,NA,NA,6.85157188,0.287411995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_3,CCBP,UP_3,11/13/2018,8:40,0.078275,NA,284,4.85,9.88,77.2,5.74,16.13545817,NA,169033,6.423341306,NA,NA,NA,NA,10.53576193,0.394720197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,11/13/2018,8:50,0.554225,NA,320,5.31,10.06,79.7,5.76,15.34883721,NA,169034,5.340410261,NA,NA,NA,NA,9.478735084,0.307916747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_1,CCBP,UP_1,11/13/2018,9:00,0.91245,NA,150,5.38,10.15,80.4,5.65,14.8,NA,169035,2.5,NA,NA,NA,NA,9.106916595,0.293506463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,CCBP,DOWN,11/13/2018,9:25,4.63,NA,150,5.27,12.53,98.9,5.64,19.40594059,NA,169036,2.5,NA,NA,NA,NA,9.140911429,0.331611127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,11/13/2018,10:10,63.9,NA,120,5.22,14.86,117.6,6.08,11.46666667,NA,169037,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,11/13/2018,10:25,6,NA,176,6.58,13.57,111,6.2,18.96551724,NA,169038,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,11/13/2018,10:40,55.7,NA,99,5.63,14.77,117.8,6.07,9.6,NA,169039,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04_UP,IP,UP,11/13/2018,11:20,98.16055,NA,206,5.38,13.29,105.9,5.99,17.09090909,NA,169040,8.047737873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04,IP,OUT,11/13/2018,11:30,104.443153,NA,207,5.44,13.47,107.7,6.08,22.08588957,NA,169041,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,11/13/2018,11:55,111.9,NA,194,5.21,13.5,106.8,6.11,19.45454545,NA,169042,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,11/13/2018,13:00,NA,NA,208,9.03,10.1,87.9,5.6,NA,NA,169043,5.611143022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,11/13/2018,13:25,113.8,NA,199,5.4,13.3,105.6,5.94,14.42307692,NA,169044,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,11/13/2018,14:15,114.9955,NA,199,5.56,15.12,120.5,6.05,12.10613599,NA,169045,6.423341306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,11/13/2018,15:15,337.8,NA,167,6.02,14.87,119.6,6.09,10.5,NA,169046,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,11/13/2018,15:35,387.5,NA,167,6.12,16.18,130.7,6.05,11.1969112,NA,169047,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,11/13/2018,15:50,43.3,NA,130,6.64,12.66,104.6,5.97,16.8,NA,169048,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_OUT,CCBP,OUT,1/7/2019,8:05,1.72665,NA,397.5,1,8.28,58.2,5.58,17.53986333,NA,182559,NA,2.5,110.4966,0.004,1.7863,0.0414,5.0795912,0.209892642,0.0065,0.203392642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_3,CCBP,UP_3,1/7/2019,8:30,0.078275,NA,504,1,5.46,38.3,6.375,13.90243902,NA,182560,NA,27.29223093,136.2658,0.0055,1.631,0.0444,5.634131916,0.282798426,0.032792231,0.250006195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,1/7/2019,8:45,0.554225,NA,739,0.5,6.85,47.3,6.453,10.70422535,NA,182561,NA,25.59049155,195.2573,0.0168,2.691,0.0579,4.635533691,0.22492946,0.042390492,0.182538969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_1,CCBP,UP_1,1/7/2019,9:00,0.91245,NA,197.3,0.5,8.53,59.1,6.575,7.299270073,NA,182562,NA,26.0159264,74.3263,0.0196,2.0001,0.0391,4.466621863,0.287810699,0.045615926,0.242194773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,CCBP,DOWN,1/7/2019,9:20,4.63,NA,346.8,0.3,11.92,82.4,6.824,6.391752577,NA,182563,NA,12.61472876,66.7286,0.0103,1.438,0.0212,3.824969387,0.181698608,0.022914729,0.15878388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,1/7/2019,9:55,63.9,NA,242.5,0.3,13.66,94.5,7.179,6.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,1/7/2019,10:15,6,NA,497,0.4,13.05,90.2,7.108,19.20792079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,1/7/2019,10:30,55.7,NA,215.2,0.3,14.44,99.6,7.184,2.935779817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04_UP,IP,UP,1/7/2019,11:15,98.16055,NA,473,0.3,11.74,81,6.853,6.793478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04,IP,OUT,1/7/2019,11:30,104.443153,NA,476,0.2,11.92,82,6.885,6.419753086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,1/7/2019,11:45,111.9,NA,458,0.3,12.37,85.3,6.96,2.997275204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,1/7/2019,12:15,NA,NA,451.6,6.7,6.66,54.5,6.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_BD,SMD,OUT,1/7/2019,12:30,NA,NA,457,0.2,13.42,92.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,1/7/2019,12:30,113.8,NA,457,0.3,12.84,85.3,6.941,8.35443038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,1/7/2019,12:45,114.9955,NA,458,0.2,13.96,96.3,7.019,6.739130435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,1/7/2019,13:35,337.8,NA,360,0.2,13.3,91.4,7.145,6.113537118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,1/7/2019,14:00,387.5,NA,39.5,0.4,13.19,91.5,7.13,4.96031746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,1/7/2019,14:10,43.3,NA,300.6,0.4,10.91,75.5,6.83,8.188585608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_OUT,CCBP,OUT,2/6/2019,7:55,1.72665,NA,641,0.1,6.86,47.2,6.334,5.535714286,NA,182564,NA,20.4852734,176.5142,0.0215,2.1169,0.0507,4.118174823,0.218094543,0.041985273,0.176109269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_3,CCBP,UP_3,2/6/2019,8:15,0.078275,NA,859,0.5,5.73,39.9,6.208,7.494646681,NA,182565,NA,12.40201133,238.6025,0.0081,2.1448,0.0651,4.89049494,0.248737755,0.020502011,0.228235744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,2/6/2019,8:25,0.554225,NA,1114,0.2,5.66,39,6.229,9.302325581,NA,182566,NA,9.423967413,307.145,0.002,2.8415,0.0799,5.03603532,0.229429114,0.011423967,0.218005147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_1,CCBP,UP_1,2/6/2019,8:35,0.91245,NA,422,0.1,8.2,56.4,6.467,3.846153846,NA,182567,NA,8.785815144,84.8004,0.0302,1.9134,0.0258,3.086644103,0.177255912,0.038985815,0.138270097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,CCBP,DOWN,2/6/2019,8:50,4.63,NA,555,0.2,11.48,79.2,6.563,3.578947368,NA,182568,NA,2.5,174.6942,0.0226,2.3278,0.0508,4.322143822,0.260641903,0.0251,0.235541903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,2/6/2019,9:20,63.9,NA,271.3,0.1,13.57,93.6,7.054,3.804347826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,2/6/2019,9:35,6,NA,505,1,12.91,91.1,7.294,14.63414634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,2/6/2019,9:50,55.7,NA,233.6,0.2,13.88,95.7,6.992,2.485659656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04_UP,IP,UP,2/6/2019,10:30,98.16055,NA,563,0.4,10.15,70.2,6.604,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04,IP,OUT,2/6/2019,10:45,104.443153,NA,570,0.5,10.37,71.7,6.604,4.962779156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,2/6/2019,11:00,111.9,NA,530,0.1,10.3,70.8,6.742,4.207920792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,2/6/2019,11:25,NA,NA,345.2,7,4.69,39,6.069,5.274725275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,2/6/2019,11:40,113.8,NA,533,0.3,9.92,68.6,6.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_BD,SMD,OUT,2/6/2019,11:45,NA,NA,533,0.3,12.3,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,2/6/2019,12:00,114.9955,NA,530,0.2,12.85,68.6,6.777,5.714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,2/6/2019,12:45,337.8,NA,433.4,0.3,12.1,83.7,6.905,3.863636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,2/6/2019,13:05,387.5,NA,428.7,0.4,11.61,80.5,6.886,6.585365854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,2/6/2019,13:20,43.3,NA,353.3,0.6,7.82,54.6,6.618,4.761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,3/6/2019,8:40,63.9,NA,300.5,0.1,13.76,94.6,7.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,3/6/2019,9:00,6,NA,726,0.2,13.21,91.1,7.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,3/6/2019,9:20,55.7,NA,24.4,0.1,13.96,96,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04_UP,IP,UP,3/6/2019,10:00,98.16055,NA,680,0.2,10.02,69.1,6.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04,IP,OUT,3/6/2019,10:20,104.443153,NA,692,0.1,10.46,71.9,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,3/6/2019,10:45,111.9,NA,593,0.1,11.29,77.7,6.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,3/6/2019,11:10,113.8,NA,649,0.3,11.1,76.7,6.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,3/6/2019,11:25,114.9955,NA,664,0.2,13.24,91.3,6.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,3/6/2019,12:15,337.8,NA,484,0.1,12.8,88,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,3/6/2019,12:45,387.5,NA,475,0.3,12.1,83.7,6.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,3/6/2019,13:05,43.3,NA,360.2,0,6.2,42.9,6.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_OUT,CCBP,OUT,4/17/2019,7:40,1.72665,NA,402.9,10.1,5.89,52.4,6.496,NA,NA,182569,NA,8.147662876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_SIDE,CCBP,SIDE,4/17/2019,7:55,3.962682,NA,396.7,9.1,6.67,58,6.561,NA,NA,182570,NA,9.636684836,NA,NA,NA,NA,6.85,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_3,CCBP,UP_3,4/17/2019,8:10,0.078275,NA,557,9.2,6.29,55.2,6.479,NA,NA,182571,NA,16.44364237,NA,NA,NA,NA,6.37,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,4/17/2019,8:30,0.554225,NA,699,8.9,6.78,58.5,6.518,NA,NA,182572,NA,10.2748371,NA,NA,NA,NA,4.83,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
