Date,Time,Discharge.cfs,DIN_UP_kg.day,DON_UP_kg.day,PN_UP_kg.day,DIN_OUT_kg.day,DON_OUT_kg.day,PN_OUT_kg.day,DIN_OUT_Scen_kg.day,DON_OUT_Scen_kg.day,PN_OUT_Scen_kg.day
20171108,1200,16.50,8.76,15.66,2.97,5.78,16.67,2.99,5.36,16.41,3.25
20171109,1200,13.90,7.09,13.14,2.54,4.51,14.01,2.56,4.27,13.81,2.79
20171110,1200,12.00,5.92,11.30,2.23,3.64,12.07,2.25,3.51,11.91,2.46
20171111,1200,10.10,4.78,9.47,1.91,2.83,10.14,1.92,2.79,10.01,2.11
20171112,1200,9.30,4.32,8.71,1.77,2.51,9.32,1.79,2.50,9.21,1.96
20171113,1200,9.80,4.61,9.19,1.86,2.71,9.83,1.87,2.68,9.71,2.06
20171114,1200,11.60,5.68,10.92,2.16,3.46,11.66,2.18,3.36,11.51,2.38
20171115,1200,11.60,5.68,10.92,2.16,3.46,11.66,2.18,3.36,11.51,2.38
20171116,1200,12.50,6.22,11.79,2.31,3.86,12.58,2.33,3.71,12.41,2.55
20171117,1200,22.70,12.98,21.71,3.95,9.19,23.04,3.98,8.20,22.63,4.30
20171118,1200,15.30,7.98,14.50,2.77,5.18,15.44,2.79,4.85,15.21,3.04
20171119,1200,18.20,9.89,17.31,3.24,6.67,18.42,3.27,6.11,18.12,3.54
20171120,1200,25.40,14.91,24.35,4.37,10.82,25.82,4.41,9.52,25.34,4.74
20171121,1200,22.70,12.98,21.71,3.95,9.19,23.04,3.98,8.20,22.63,4.30
20171122,1200,26.40,15.63,25.34,4.53,11.44,26.85,4.56,10.02,26.34,4.91
20171123,1200,43.00,28.48,41.74,7.01,23.21,44.03,7.07,19.14,43.05,7.52
20171124,1200,38.80,25.10,37.58,6.39,20.00,39.68,6.45,16.70,38.82,6.87
20171125,1200,35.90,22.81,34.70,5.96,17.87,36.67,6.02,15.07,35.90,6.42
20171126,1200,33.00,20.57,31.84,5.53,15.82,33.67,5.58,13.47,32.98,5.97
20171127,1200,29.60,17.99,28.48,5.01,13.51,30.16,5.06,11.66,29.56,5.42
20171128,1200,26.10,15.41,25.04,4.48,11.25,26.54,4.52,9.87,26.04,4.86
20171129,1200,24.70,14.40,23.67,4.26,10.39,25.10,4.30,9.17,24.64,4.63
20171130,1200,23.70,13.69,22.69,4.11,9.78,24.07,4.14,8.68,23.63,4.46
20171201,1200,21.00,11.79,20.05,3.69,8.21,21.29,3.72,7.39,20.92,4.01
20171202,1200,19.10,10.49,18.19,3.38,7.15,19.34,3.41,6.52,19.02,3.69
20171203,1200,17.40,9.36,16.54,3.11,6.25,17.60,3.14,5.76,17.31,3.40
20171204,1200,16.10,8.50,15.27,2.90,5.58,16.26,2.93,5.19,16.01,3.18
20171205,1200,15.40,8.05,14.59,2.79,5.23,15.55,2.81,4.89,15.31,3.06
20171206,1200,24.00,13.90,22.98,4.15,9.96,24.38,4.19,8.83,23.93,4.51
20171207,1200,26.40,15.63,25.34,4.53,11.44,26.85,4.56,10.02,26.34,4.91
20171208,1200,18.40,10.02,17.51,3.27,6.77,18.62,3.30,6.20,18.32,3.57
20171209,1200,22.30,12.70,21.32,3.89,8.96,22.63,3.92,8.01,22.23,4.23
20171210,1200,29.50,17.92,28.39,5.00,13.44,30.05,5.04,11.61,29.46,5.41
20171211,1200,30.40,18.59,29.27,5.14,14.04,30.98,5.18,12.08,30.36,5.55
20171212,1200,30.20,18.44,29.08,5.11,13.91,30.78,5.15,11.98,30.16,5.52
20171213,1200,33.40,20.88,32.23,5.59,16.09,34.08,5.64,13.69,33.38,6.03
20171214,1200,28.50,17.18,27.40,4.85,12.79,29.02,4.89,11.09,28.45,5.25
20171215,1200,23.50,13.55,22.49,4.08,9.66,23.86,4.11,8.58,23.43,4.43
20171216,1200,20.40,11.38,19.46,3.59,7.87,20.68,3.62,7.11,20.32,3.91
20171217,1200,17.90,9.69,17.02,3.19,6.51,18.11,3.22,5.98,17.82,3.49
20171218,1200,16.10,8.50,15.27,2.90,5.58,16.26,2.93,5.19,16.01,3.18
20171219,1200,16.30,8.63,15.47,2.94,5.68,16.47,2.96,5.28,16.21,3.21
20171220,1200,20.30,11.31,19.36,3.57,7.81,20.57,3.60,7.07,20.22,3.90
20171221,1200,20.90,11.73,19.95,3.67,8.15,21.19,3.70,7.35,20.82,4.00
20171222,1200,18.70,10.22,17.80,3.32,6.94,18.93,3.35,6.34,18.62,3.63
20171223,1200,19.50,10.77,18.58,3.45,7.37,19.75,3.48,6.70,19.42,3.76
20171224,1200,27.10,16.14,26.02,4.63,11.88,27.57,4.67,10.37,27.05,5.02
20171225,1200,27.80,16.66,26.71,4.74,12.33,28.30,4.78,10.73,27.75,5.13
20171226,1200,26.80,15.92,25.73,4.59,11.69,27.27,4.63,10.22,26.75,4.97
20171227,1200,25.20,14.76,24.16,4.34,10.70,25.62,4.38,9.42,25.14,4.71
20171228,1200,22.80,13.05,21.81,3.97,9.25,23.14,4.00,8.25,22.73,4.31
20171229,1200,20.40,11.38,19.46,3.59,7.87,20.68,3.62,7.11,20.32,3.91
20171230,1200,18.80,10.29,17.90,3.34,6.99,19.03,3.36,6.38,18.72,3.64
20171231,1200,17.40,9.36,16.54,3.11,6.25,17.60,3.14,5.76,17.31,3.40
20180101,1200,16.00,8.44,15.17,2.89,5.53,16.16,2.91,5.15,15.91,3.16
20180102,1200,15.00,7.79,14.20,2.72,5.03,15.14,2.75,4.73,14.91,2.99
20180103,1200,13.40,6.78,12.66,2.46,4.27,13.50,2.48,4.07,13.31,2.71
20180104,1200,14.40,7.41,13.62,2.63,4.74,14.52,2.65,4.48,14.31,2.88
20180105,1200,17.00,9.09,16.15,3.05,6.04,17.19,3.07,5.58,16.91,3.33
20180106,1200,16.80,8.96,15.95,3.02,5.94,16.98,3.04,5.50,16.71,3.30
20180107,1200,17.70,9.55,16.83,3.16,6.40,17.90,3.19,5.89,17.61,3.45
20180108,1200,17.00,9.09,16.15,3.05,6.04,17.19,3.07,5.58,16.91,3.33
20180109,1200,15.60,8.18,14.79,2.82,5.33,15.75,2.84,4.98,15.51,3.09
20180110,1200,15.10,7.86,14.30,2.74,5.08,15.24,2.76,4.77,15.01,3.01
20180111,1200,15.50,8.11,14.69,2.81,5.28,15.65,2.83,4.94,15.41,3.07
20180112,1200,23.30,13.40,22.30,4.05,9.54,23.66,4.08,8.49,23.23,4.40
20180113,1200,181.00,165.90,181.69,25.33,185.43,189.01,25.67,128.35,182.88,26.40
20180114,1200,183.00,168.14,183.74,25.58,188.40,191.13,25.92,130.23,184.91,26.65
20180115,1200,145.00,126.46,144.81,20.78,134.65,150.97,21.04,95.74,146.30,21.75
20180116,1200,133.00,113.77,132.56,19.24,118.86,138.31,19.48,85.40,134.12,20.18
20180117,1200,116.00,96.22,115.25,17.03,97.55,120.41,17.23,71.27,116.88,17.91
20180118,1200,88.30,68.87,87.18,13.34,65.76,91.32,13.49,49.67,88.81,14.11
20180119,1200,66.50,48.64,65.22,10.35,43.64,68.51,10.46,34.12,66.77,11.01
20180120,1200,52.40,36.31,51.11,8.36,30.91,53.81,8.45,24.88,52.53,8.94
20180121,1200,40.60,26.54,39.36,6.66,21.36,41.54,6.72,17.74,40.63,7.15
20180122,1200,34.00,21.34,32.83,5.68,16.51,34.70,5.73,14.02,33.99,6.12
20180123,1200,47.50,32.18,46.22,7.66,26.81,48.71,7.74,21.84,47.58,8.21
20180124,1200,87.90,68.49,86.77,13.29,65.33,90.90,13.44,49.37,88.41,14.05
20180125,1200,70.80,52.53,69.54,10.95,47.78,73.00,11.07,37.07,71.11,11.63
20180126,1200,62.30,44.90,61.01,9.77,39.71,64.12,9.87,31.29,62.52,10.40
20180127,1200,58.00,41.13,56.70,9.16,35.80,59.64,9.25,28.46,58.18,9.77
20180128,1200,63.00,45.52,61.71,9.86,40.35,64.85,9.97,31.76,63.23,10.51
20180129,1200,61.80,44.46,60.51,9.70,39.25,63.60,9.80,30.96,62.02,10.33
20180130,1200,51.10,35.20,49.81,8.18,29.80,52.45,8.26,24.07,51.22,8.75
20180131,1200,38.70,25.02,37.48,6.38,19.92,39.57,6.44,16.65,38.72,6.86
20180201,1200,33.40,20.88,32.23,5.59,16.09,34.08,5.64,13.69,33.38,6.03
20180202,1200,33.20,20.72,32.04,5.56,15.95,33.88,5.61,13.58,33.18,6.00
20180203,1200,25.50,14.98,24.45,4.39,10.88,25.92,4.42,9.57,25.44,4.76
20180204,1200,23.00,13.19,22.00,4.00,9.37,23.35,4.03,8.34,22.93,4.35
20180205,1200,39.80,25.90,38.57,6.54,20.75,40.71,6.60,17.28,39.82,7.03
20180206,1200,38.20,24.62,36.98,6.30,19.55,39.05,6.36,16.36,38.21,6.78
20180207,1200,32.80,20.42,31.64,5.50,15.68,33.46,5.55,13.37,32.78,5.93
20180208,1200,45.30,30.36,44.03,7.34,25.03,46.42,7.41,20.51,45.37,7.87
20180209,1200,41.70,27.42,40.45,6.82,22.20,42.68,6.88,18.38,41.74,7.32
20180210,1200,39.40,25.58,38.17,6.48,20.45,40.30,6.54,17.05,39.42,6.97
20180211,1200,114.00,94.19,113.22,16.76,95.13,118.31,16.96,69.65,114.85,17.64
20180212,1200,227.00,218.84,229.06,31.00,257.06,237.76,31.43,173.11,229.67,32.15
20180213,1200,191.00,177.18,191.97,26.57,200.39,199.60,26.93,137.80,193.04,27.66
20180214,1200,187.00,172.65,187.85,26.08,194.37,195.36,26.43,134.00,188.98,27.16
20180215,1200,163.00,145.94,163.23,23.07,159.42,169.97,23.37,111.76,164.58,24.09
20180216,1200,145.00,126.46,144.81,20.78,134.65,150.97,21.04,95.74,146.30,21.75
20180217,1200,123.00,103.38,122.37,17.94,106.17,127.78,18.16,77.02,123.98,18.85
20180218,1200,111.00,91.17,110.17,16.37,91.54,115.15,16.56,67.24,111.81,17.23
20180219,1200,96.90,77.19,95.87,14.50,75.22,100.34,14.66,56.17,97.52,15.30
20180220,1200,116.00,96.22,115.25,17.03,97.55,120.41,17.23,71.27,116.88,17.91
20180221,1200,132.00,112.72,131.54,19.11,117.57,137.26,19.34,84.56,133.11,20.04
20180222,1200,135.00,115.87,134.60,19.50,121.45,140.42,19.74,87.11,136.15,20.44
20180223,1200,129.00,109.59,128.48,18.72,113.73,134.10,18.95,82.02,130.06,19.65
20180224,1200,120.00,100.30,119.32,17.55,102.45,124.62,17.76,74.54,120.93,18.44
20180225,1200,113.00,93.18,112.20,16.63,93.93,117.25,16.83,68.84,113.84,17.50
20180226,1200,125.00,105.45,124.41,18.20,108.67,129.88,18.42,78.68,126.00,19.11
20180227,1200,110.00,90.16,109.15,16.24,90.35,114.10,16.43,66.44,110.79,17.09
20180228,1200,97.40,77.67,96.38,14.56,75.78,100.86,14.73,56.56,98.03,15.37
20180301,1200,88.80,69.35,87.68,13.41,66.30,91.84,13.56,50.04,89.32,14.18
20180302,1200,150.00,131.82,149.92,21.42,141.40,156.24,21.69,100.13,151.38,22.41
20180303,1200,303.00,311.45,307.78,40.10,389.74,318.59,40.70,253.45,307.11,41.35
20180304,1200,270.00,270.52,273.53,36.18,330.08,283.46,36.71,217.67,273.47,37.40
20180305,1200,255.00,252.27,258.00,34.38,303.98,267.51,34.88,201.85,258.19,35.58
20180306,1200,228.00,220.02,230.09,31.12,258.69,238.82,31.56,174.12,230.69,32.28
